ticker,name,country,category
CPT,Camden Property Trust Common Stock,United States,Broad US equity universe
CPZ,Calamos Long/Short Equity & Dynamic Income Trust - Closed End Fund,United States,Broad US equity universe
CR,Crane Company Common Stock,United States,Broad US equity universe
CRAC,Crown Reserve Acquisition Corp. I - Class A Ordinary Shares,United States,Broad US equity universe
CRAI,"CRA International,Inc. - Common Stock",United States,Broad US equity universe
CRAN,Crane Harbor Acquisition Corp. II - Class A Ordinary Shares,United States,Broad US equity universe
CRAQ,Cal Redwood Acquisition Corp. - Class A Ordinary Shares,United States,Broad US equity universe
CRBG,Corebridge Financial Inc. Common Stock,United States,Broad US equity universe
CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",United States,Broad US equity universe
CRBU,"Caribou Biosciences, Inc. - Common Stock",United States,Broad US equity universe
CRC,California Resources Corporation Common Stock,United States,Broad US equity universe
CRCL,"Circle Internet Group, Inc. Class A Common Stock",United States,Broad US equity universe
CRCT,"Cricut, Inc. - Class A common stock",United States,Broad US equity universe
CRD-A,Crawford & Company Common Stock,United States,Broad US equity universe
CRD-B,Crawford & Company Common Stock,United States,Broad US equity universe
CRDF,"Cardiff Oncology, Inc. - Common Stock",United States,Broad US equity universe
CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,United States,Broad US equity universe
CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,United States,Broad US equity universe
CRE,Cre8 Enterprise Limited - Class A Ordinary Shares,United States,Broad US equity universe
CREX,"Creative Realities, Inc. - Common Stock",United States,Broad US equity universe
CRF,"Cornerstone Total Return Fund, Inc. (The) Common Stock",United States,Broad US equity universe
CRGO,Freightos Limited - Ordinary shares,United States,Broad US equity universe
CRGY,Crescent Energy Company Class A Common Stock,United States,Broad US equity universe
CRH,CRH PLC Ordinary Shares,United States,Broad US equity universe
CRI,"Carter's, Inc. Common Stock",United States,Broad US equity universe
CRIS,"Curis, Inc. - Common Stock",United States,Broad US equity universe
CRK,"Comstock Resources, Inc. Common Stock",United States,Broad US equity universe
CRL,"Charles River Laboratories International, Inc. Common Stock",United States,Broad US equity universe
CRM,"Salesforce, Inc. Common Stock",United States,Broad US equity universe
CRMD,CorMedix Inc. - Common Stock,United States,Broad US equity universe
CRML,Critical Metals Corp. - Ordinary Shares,United States,Broad US equity universe
CRMT,"America's Car-Mart, Inc. - Common Stock",United States,Broad US equity universe
CRNC,Cerence Inc. - Common Stock,United States,Broad US equity universe
CRNT,Ceragon Networks Ltd. - Ordinary Shares,United States,Broad US equity universe
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
CRON,Cronos Group Inc. - Common Share,United States,Broad US equity universe
CROX,"Crocs, Inc. - Common Stock",United States,Broad US equity universe
CRS,Carpenter Technology Corporation Common Stock,United States,Broad US equity universe
CRSP,CRISPR Therapeutics AG - Common Shares,United States,Broad US equity universe
CRSR,"Corsair Gaming, Inc. - Common Stock",United States,Broad US equity universe
CRT,Cross Timbers Royalty Trust Common Stock,United States,Broad US equity universe
CRTO,Criteo S.A. - Ordinary Shares,United States,Broad US equity universe
CRUS,"Cirrus Logic, Inc. - Common Stock",United States,Broad US equity universe
CRVL,CorVel Corp. - Common Stock,United States,Broad US equity universe
CRVO,CervoMed Inc. - Common Stock,United States,Broad US equity universe
CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",United States,Broad US equity universe
CRWS,"Crown Crafts, Inc. - Common Stock",United States,Broad US equity universe
CRWV,"CoreWeave, Inc. - Class A Common Stock",United States,Broad US equity universe
CSAI,"Cloudastructure, Inc. - Class A Common Stock",United States,Broad US equity universe
CSAN,Cosan S.A. ADS,United States,Broad US equity universe
CSBR,"Champions Oncology, Inc. - Common Stock",United States,Broad US equity universe
CSCO,"Cisco Systems, Inc. - Common Stock",United States,Broad US equity universe
CSGP,"CoStar Group, Inc. - Common Stock",United States,Broad US equity universe
CSHR,CoinShares PLC - Ordinary Shares,United States,Broad US equity universe
CSIQ,Canadian Solar Inc. - Common Shares,United States,Broad US equity universe
CSL,Carlisle Companies Incorporated Common Stock,United States,Broad US equity universe
CSPI,CSP Inc. - Common Stock,United States,Broad US equity universe
CSQ,Calamos Strategic Total Return Fund - Closed End Fund,United States,Broad US equity universe
CSQR,"Csquare, Inc. Common Stock",United States,Broad US equity universe
CSR,D/B/A Centerspace Common Stock,United States,Broad US equity universe
CSTE,Caesarstone Ltd. - Ordinary Shares,United States,Broad US equity universe
CSTL,"Castle Biosciences, Inc. - Common stock",United States,Broad US equity universe
CSTM,Constellium SE Ordinary Shares (France),United States,Broad US equity universe
CSV,"Carriage Services, Inc. Common Stock",United States,Broad US equity universe
CSW,"CSW Industrials, Inc. Common Stock",United States,Broad US equity universe
CSWC,Capital Southwest Corporation - Common Stock,United States,Broad US equity universe
CSX,CSX Corporation - Common Stock,United States,Broad US equity universe
CTAA,ClearThink 1 Acquisition Corp. - Class A Ordinary Shares,United States,Broad US equity universe
CTAS,Cintas Corporation - Common Stock,United States,Broad US equity universe
CTBI,"Community Trust Bancorp, Inc. - Common Stock",United States,Broad US equity universe
CTEV,Claritev Corporation Class A Common Stock,United States,Broad US equity universe
CTGO,Contango Silver & Gold Inc. Common Stock,United States,Broad US equity universe
CTKB,"Cytek Biosciences, Inc. - Common Stock",United States,Broad US equity universe
CTM,"Castellum, Inc. Common Stock",United States,Broad US equity universe
CTMX,"CytomX Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CTNM,"Contineum Therapeutics, Inc. - Common stock",United States,Broad US equity universe
CTNT,Cheetah Net Supply Chain Service Inc. - Class A Common Stock,United States,Broad US equity universe
CTO,"CTO Realty Growth, Inc. Common Stock",United States,Broad US equity universe
CTOR,"Citius Oncology, Inc.  - Common Stock",United States,Broad US equity universe
CTOS,"Custom Truck One Source, Inc. Common Stock",United States,Broad US equity universe
CTRE,"CareTrust REIT, Inc. Common Stock",United States,Broad US equity universe
CTRI,"Centuri Holdings, Inc. Common Stock",United States,Broad US equity universe
CTRM,Castor Maritime Inc. - Common Shares,United States,Broad US equity universe
CTRN,"Citi Trends, Inc. - Common Stock",United States,Broad US equity universe
CTS,CTS Corporation Common Stock,United States,Broad US equity universe
CTSH,Cognizant Technology Solutions Corporation - Class A Common Stock,United States,Broad US equity universe
CTSO,Cytosorbents Corporation - Common Stock,United States,Broad US equity universe
CTVA,Corteva,United States,Seeds & crop protection
CTW,CTW - Class A Ordinary Shares,United States,Broad US equity universe
CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
CUB,Lionheart Holdings - Class A Ordinary Shares,United States,Broad US equity universe
CUBE,CubeSmart Common Shares,United States,Broad US equity universe
CUBI,"Customers Bancorp, Inc Common Stock",United States,Broad US equity universe
CUE,"Cue Biopharma, Inc. - Common Stock",United States,Broad US equity universe
CULP,"Culp, Inc. - Common Shares",United States,Broad US equity universe
CUPR,Cuprina Holdings (Cayman) Limited - Class A Ordinary shares,United States,Broad US equity universe
CURB,Curbline Properties Corp. Common Stock,United States,Broad US equity universe
CURI,CuriosityStream Inc.  - Class A Common Stock,United States,Broad US equity universe
CURR,Currenc Group Inc. - Ordinary Shares,United States,Broad US equity universe
CURV,Torrid Holdings Inc. Common Stock,United States,Broad US equity universe
CURX,Curanex Pharmaceuticals Inc - Common Stock,United States,Broad US equity universe
CUZ,Cousins Properties Incorporated Common Stock,United States,Broad US equity universe
CV,"CapsoVision, Inc. - Common Stock",United States,Broad US equity universe
CVBF,CVB Financial Corporation - Common Stock,United States,Broad US equity universe
CVCO,"Cavco Industries, Inc. - Common Stock",United States,Broad US equity universe
CVE,Cenovus Energy Inc Common Stock,United States,Broad US equity universe
CVEO,Civeo Corporation (Canada) Common Shares,United States,Broad US equity universe
CVGI,"Commercial Vehicle Group, Inc. - Common Stock",United States,Broad US equity universe
CVI,CVR Energy Inc. Common Stock,United States,Broad US equity universe
CVKD,"Cadrenal Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",United States,Broad US equity universe
CVLT,"Commvault Systems, Inc. - Common Stock",United States,Broad US equity universe
CVM,Cel-Sci Corporation Common Stock,United States,Broad US equity universe
CVNA,Carvana Co. Class A Common Stock,United States,Broad US equity universe
CVR,Chicago Rivet & Machine Co. Common Stock,United States,Broad US equity universe
CVRX,"CVRx, Inc. - Common Stock",United States,Broad US equity universe
CVS,CVS Health Corporation Common Stock,United States,Broad US equity universe
CVSA,Covista Inc. Common Shares,United States,Broad US equity universe
CVU,"CPI Aerostructures, Inc. Common Stock",United States,Broad US equity universe
CVV,CVD Equipment Corporation - Common Stock,United States,Broad US equity universe
CVX,Chevron Corporation Common Stock,United States,Broad US equity universe
CWBC,Community West Bancshares - Common Stock,United States,Broad US equity universe
CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,United States,Broad US equity universe
CWD,CaliberCos Inc. - Class A Common Stock,United States,Broad US equity universe
CWEN,"Clearway Energy, Inc. Class C Common Stock",United States,Broad US equity universe
CWH,"Camping World Holdings, Inc. Class A Common Stock",United States,Broad US equity universe
CWK,Cushman & Wakefield Ltd. Common Shares,United States,Broad US equity universe
CWST,"Casella Waste Systems, Inc. - Class A Common Stock",United States,Broad US equity universe
CWT,California Water Service Group Common Stock,United States,Broad US equity universe
CX,"Cemex, S.A.B. de C.V. Sponsored ADR",United States,Broad US equity universe
CXAI,CXApp Inc. - Class A Common Stock,United States,Broad US equity universe
CXDO,"Crexendo, Inc. - Common Stock",United States,Broad US equity universe
CXII,Churchill Capital Corp XII - Class A Ordinary Shares,United States,Broad US equity universe
CXM,"Sprinklr, Inc. Class A Common Stock",United States,Broad US equity universe
CXT,"Crane NXT, Co. Common Stock",United States,Broad US equity universe
CXW,"CoreCivic, Inc. Common Stock",United States,Broad US equity universe
CYAB,"Cyabra, Inc. - Common Stock",United States,Broad US equity universe
CYCN,"Cyclerion Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CYCU,"Cycurion, Inc. - Common Stock",United States,Broad US equity universe
CYD,China Yuchai International Limited Common Stock,United States,Broad US equity universe
CYH,"Community Health Systems, Inc. Common Stock",United States,Broad US equity universe
CYN,Cyngn Inc. - Common stock,United States,Broad US equity universe
CYPH,Cypherpunk Technologies Inc. - Common Stock,United States,Broad US equity universe
CYRX,"CryoPort, Inc. - Common Stock",United States,Broad US equity universe
CYTK,"Cytokinetics, Incorporated - Common Stock",United States,Broad US equity universe
CZFS,"Citizens Financial Services, Inc. - Common Stock",United States,Broad US equity universe
CZNC,Citizens & Northern Corp - Common Stock,United States,Broad US equity universe
CZR,"Caesars Entertainment, Inc. - Common Stock",United States,Broad US equity universe
CZWI,"Citizens Community Bancorp, Inc. - Common Stock",United States,Broad US equity universe
